Sr#,PSID,City,Month,WMC,Division,District,Tehsil,Office,UC,Billing Category,Amount,Fine,Bill PDF,Channel,Paid Date,Paid Amount,Status,Active
65,26770110100915014331,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16095-area-5525-03-03-22.pdf,1Bill,"Dec 06, 2025",300,paid,1
66,26770110100915005304,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-4, Jameel Park, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16050-area-5526-03-03-03.pdf,1Bill,"Dec 06, 2025",300,paid,1
67,26770110100915008154,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16127-area-5539-03-03-34.pdf,1Bill,"Dec 06, 2025",300,paid,1
68,26770110100915010472,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-4, Jameel Park, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16055-area-5526-03-03-06.pdf,1Bill,"Dec 06, 2025",300,paid,1
69,26770110100915003964,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-21, Muslim Abad, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16205-area-5543-03-04-06.pdf,1Bill,"Dec 06, 2025",300,paid,1
70,26770110100915017354,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-16, Muqam-e-Hayat I, Sargodha",Commercial Urban Small business,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-15892-area-5538-03-02-07.pdf,1Bill,"Dec 06, 2025",500,paid,1
71,26770110100915013294,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-21, Muslim Abad, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16209-area-5543-03-04-08.pdf,1Bill,"Dec 06, 2025",300,paid,1
72,26770110100915018278,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16132-area-5539-03-03-36.pdf,1Bill,"Dec 06, 2025",300,paid,1
73,26770110100915029030,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","UC-67, Chak 82/NB, Sargodha",Domestic Rural Above 5 to 10 marla,200,20,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16282-area-5289-03-04-34.pdf,1Bill,"Dec 06, 2025",200,paid,1
74,26770110100915004821,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-13, Iqbal Colony, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16177-area-5535-03-03-55.pdf,1Bill,"Dec 06, 2025",300,paid,1
75,26770110100915022743,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-20, DHQ, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16037-area-5542-03-02-58.pdf,1Bill,"Dec 06, 2025",300,paid,1
76,26770110100915018615,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-13, Iqbal Colony, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16184-area-5535-03-03-58.pdf,1Bill,"Dec 06, 2025",300,paid,1
77,26770110100915005238,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-8, Zafar ColonyLehman Pura, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-15898-area-5530-03-02-12.pdf,1Bill,"Dec 06, 2025",300,paid,1
78,26770110100915020337,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16145-area-5539-03-03-43.pdf,1Bill,"Dec 06, 2025",500,paid,1
79,26770110100915016901,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16096-area-5525-03-03-22.pdf,1Bill,"Dec 06, 2025",300,paid,1
80,26770110100915006704,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16093-area-5525-03-03-21.pdf,1Bill,"Dec 06, 2025",300,paid,1
81,26770110100915020274,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16145-area-5539-03-03-43.pdf,1Bill,"Dec 06, 2025",500,paid,1
82,26770110100915033168,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-4, Jameel Park, Sargodha",Commercial Urban Medium business,1000,100,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16075-area-5526-03-03-14.pdf,1Bill,"Dec 06, 2025",1000,paid,1
83,26770110100915001862,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-16, Muqam-e-Hayat I, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-15880-area-5538-03-02-04.pdf,1Bill,"Dec 06, 2025",300,paid,1
84,26770110100915019189,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Commercial Urban Small business,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16107-area-5525-03-03-27.pdf,1Bill,"Dec 06, 2025",500,paid,1
85,26770110100915026189,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16100-area-5525-03-03-23.pdf,1Bill,"Dec 06, 2025",300,paid,1
86,26770110100915005967,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-18, City I, Sargodha",Commercial Urban Small business,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16226-area-5540-03-04-15.pdf,1Bill,"Dec 06, 2025",500,paid,1
87,26770110100915018447,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Commercial Urban Small business,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16107-area-5525-03-03-27.pdf,1Bill,"Dec 06, 2025",500,paid,1
88,26770110100915005598,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Commercial Urban Small business,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16096-area-5525-03-03-22.pdf,1Bill,"Dec 06, 2025",500,paid,1
89,26770110100915005376,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-4, Jameel Park, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16050-area-5526-03-03-03.pdf,1Bill,"Dec 06, 2025",300,paid,1
90,26770110100915026055,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-21, Muslim Abad, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16214-area-5543-03-04-09.pdf,1Bill,"Dec 06, 2025",300,paid,1
91,26770110100915010335,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-11, City II, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16116-area-5533-03-03-31.pdf,1Bill,"Dec 06, 2025",300,paid,1
92,26770110100915020734,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16135-area-5539-03-03-37.pdf,1Bill,"Dec 06, 2025",300,paid,1
93,26770110100915023085,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Medium business,1000,100,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16151-area-5539-03-03-44.pdf,1Bill,"Dec 06, 2025",1000,paid,1
94,26770110100915017256,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-20, DHQ, Sargodha",Commercial Urban Small business,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16037-area-5542-03-02-58.pdf,1Bill,"Dec 06, 2025",500,paid,1
95,26770110100915033800,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Commercial Urban Small business,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16109-area-5525-03-03-28.pdf,1Bill,"Dec 06, 2025",500,paid,1
96,26770110100915027322,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-21, Muslim Abad, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16215-area-5543-03-04-10.pdf,1Bill,"Dec 06, 2025",300,paid,1
97,26770110100915028504,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16103-area-5525-03-03-25.pdf,1Bill,"Dec 06, 2025",300,paid,1
98,26770110100915020575,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-21, Muslim Abad, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16213-area-5543-03-04-09.pdf,1Bill,"Dec 06, 2025",300,paid,1
99,26770110100915026180,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16100-area-5525-03-03-23.pdf,1Bill,"Dec 05, 2025",300,paid,1
100,26770110100915026236,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-21, Muslim Abad, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16214-area-5543-03-04-09.pdf,1Bill,"Dec 05, 2025",300,paid,1
101,26770110100915006087,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-20, DHQ, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16027-area-5542-03-02-53.pdf,1Bill,"Dec 05, 2025",300,paid,1
102,26770110100915036806,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Commercial Urban Small business,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16110-area-5525-03-03-28.pdf,1Bill,"Dec 05, 2025",500,paid,1
103,26770110100915007623,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-21, Muslim Abad, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16208-area-5543-03-04-08.pdf,OTC/Cash,"Dec 05, 2025",300,paid,1
104,26770110100915006566,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-11, City II, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16114-area-5533-03-03-30.pdf,1Bill,"Dec 05, 2025",300,paid,1
105,26770110100915026841,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16101-area-5525-03-03-24.pdf,1Bill,"Dec 05, 2025",300,paid,1
106,26770110100915041599,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-11, City II, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16124-area-5533-03-03-33.pdf,1Bill,"Dec 05, 2025",300,paid,1
107,26770110100915027908,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16103-area-5525-03-03-25.pdf,1Bill,"Dec 05, 2025",300,paid,1
108,26770110100915027018,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16101-area-5525-03-03-24.pdf,1Bill,"Dec 05, 2025",300,paid,1
109,26770110100915006801,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-21, Muslim Abad, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16207-area-5543-03-04-07.pdf,1Bill,"Dec 05, 2025",300,paid,1
110,26770110100915007470,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-14, New Muhammadi Colony, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16193-area-5536-03-04-02.pdf,1Bill,"Dec 05, 2025",300,paid,1
111,26770110100915027578,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16102-area-5525-03-03-24.pdf,1Bill,"Dec 05, 2025",300,paid,1
112,26770110100915029595,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16104-area-5525-03-03-25.pdf,1Bill,"Dec 05, 2025",300,paid,1
113,26770110100915005408,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-16, Muqam-e-Hayat I, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-15881-area-5538-03-02-04.pdf,OTC/Cash,"Dec 05, 2025",300,paid,1
114,26770110100915042051,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-11, City II, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16124-area-5533-03-03-33.pdf,1Bill,"Dec 05, 2025",300,paid,1
115,26770110100915001549,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-8, Zafar ColonyLehman Pura, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-15895-area-5530-03-02-09.pdf,1Bill,"Dec 05, 2025",300,paid,1
116,26770110100915027718,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-21, Muslim Abad, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16215-area-5543-03-04-10.pdf,1Bill,"Dec 05, 2025",300,paid,1
117,26770110100915027052,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-21, Muslim Abad, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16215-area-5543-03-04-10.pdf,1Bill,"Dec 05, 2025",300,paid,1
118,26770110100915025875,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/143/bill-spj-16100-area-5525-03-03-23.pdf,1Bill,"Dec 05, 2025",300,paid,1
119,26770110100905021889,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Commercial Urban Small business,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/16/133/bill-spj-14749-area-5892-02-55-20.pdf,1Bill,"Dec 05, 2025",500,paid,1
120,26770110100905019764,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Commercial Urban Small business,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/16/133/bill-spj-14744-area-5892-02-55-20.pdf,1Bill,"Dec 05, 2025",500,paid,1
121,26770110100905018136,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-19/Muhalla Jahangir Hassan Town,Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/16/133/bill-spj-14751-area-5985-02-55-21.pdf,1Bill,"Dec 05, 2025",300,paid,1
122,26770110100905017487,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-23/Ghalla Mandi,Commercial Urban Small business,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/16/133/bill-spj-14852-area-5895-02-55-56.pdf,1Bill,"Dec 05, 2025",500,paid,1
